batch_id,InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country,rejection_reason,logged_at
full_historical_baseline,537003,85126,,-2,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537004,21814,,-30,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537005,21692,,-70,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537006,21648,,-130,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537007,21172,,-80,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537008,21161,,-120,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537009,84534B,,-80,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537010,22162,,-40,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537011,22139,,-5,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537012,21535,,-12,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537013,35965,,-25,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537014,21040,,-20,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537015,37464,,-14,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537016,21836,,-15,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537017,47556B,,-69,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537018,84562A,,-3,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537019,37474,,-15,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537020,21807,,-30,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537021,21011,,-20,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537027,18098C,,-140,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537028,21696,,-320,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537029,37476,,-6,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537032,21275,?,-30,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537197,22841,ROUND CAKE TIN VINTAGE GREEN,1,0.0,12647.0,Germany,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537361,21777,,5,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537363,84569B,,-20,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537364,21027,,-70,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537401,84898F,,-24,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537425,84968F,check,-20,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537426,84968E,check,-35,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537427,84968B,,-21,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537430,85215,,120,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537432,35833G,damages,-43,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537436,84270,,7,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537437,90167,,10,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537438,22959,,13,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537439,37474,,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537449,21054,,-30,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537450,20684,,-19,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537451,84881,,-11,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537452,20941,,-24,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537453,21248,,-18,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537454,21349,,-44,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537455,22155,,-70,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537466,21488,,-50,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,85064,CREAM SWEETHEART LETTER RACK,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,84692,BOX OF 24 COCKTAIL PARASOLS,2,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,48184,DOORMAT ENGLISH ROSE ,3,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,48111,DOORMAT 3 SMILEY CATS,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22697,GREEN REGENCY TEACUP AND SAUCER,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22682,FRENCH BLUE METAL DOOR SIGN 7,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22680,FRENCH BLUE METAL DOOR SIGN 5,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22681,FRENCH BLUE METAL DOOR SIGN 6,2,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22679,FRENCH BLUE METAL DOOR SIGN 4,5,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22686,FRENCH BLUE METAL DOOR SIGN No,2,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22683,FRENCH BLUE METAL DOOR SIGN 8,3,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22676,FRENCH BLUE METAL DOOR SIGN 1,3,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22625,RED KITCHEN SCALES,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22624,IVORY KITCHEN SCALES,3,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22619,SET OF 6 SOLDIER SKITTLES,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22520,CHILDS GARDEN TROWEL BLUE ,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22524,CHILDRENS GARDEN GLOVES BLUE,3,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22502,PICNIC BASKET WICKER SMALL,29,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22501,PICNIC BASKET WICKER LARGE,2,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22476,EMPIRE UNION JACK TV DINNER TRAY,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22473,TV DINNER TRAY VINTAGE PAISLEY,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22474,SPACEBOY TV DINNER TRAY,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22472,TV DINNER TRAY DOLLY GIRL,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22520,CHILDS GARDEN TROWEL BLUE ,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22514,CHILDS GARDEN SPADE BLUE,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22516,CHILDS GARDEN RAKE BLUE,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22432,WATERING CAN PINK BUNNY,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22428,ENAMEL FIRE BUCKET CREAM,3,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22427,ENAMEL FLOWER JUG CREAM,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22376,AIRLINE BAG VINTAGE JET SET WHITE,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22371,AIRLINE BAG VINTAGE TOKYO 78,5,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22620,4 TRADITIONAL SPINNING TOPS,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22624,IVORY KITCHEN SCALES,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22109,FULL ENGLISH BREAKFAST PLATE,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22367,CHILDRENS APRON SPACEBOY DESIGN,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22366,DOORMAT AIRMAIL ,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22364,GLASS JAR DIGESTIVE BISCUITS,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22362,GLASS JAR PEACOCK BATH SALTS,3,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22360,GLASS JAR ENGLISH CONFECTIONERY,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22361,GLASS JAR DAISY FRESH COTTON WOOL,2,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22359,GLASS JAR KINGS CHOICE,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22350,ILLUSTRATED CAT BOWL ,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,21116,OWL DOORSTOP,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22202,MILK PAN PINK POLKADOT,2,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,22550,HOLIDAY FUN LUDO,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,21912,VINTAGE SNAKES & LADDERS,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,21531,RED RETROSPOT SUGAR JAM BOWL,2,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,20726,LUNCH BAG WOODLAND,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,20652,BLUE POLKADOT LUGGAGE TAG ,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537534,20615,BLUE POLKADOT PASSPORT COVER,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537639,22734,amazon,30,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537640,21232,STRAWBERRY CERAMIC TRINKET BOX,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537687,84840,,-9,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537870,21486,,-77,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537872,21595,,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537873,37461,,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537874,85170A,,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537875,20849,,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537876,84977,,2,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537877,21661,,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537878,72803B,,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,537999,22034,,-223,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538001,35958,,10,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538004,22114,,144,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538036,21690,,34,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538038,21488,,8,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538039,22139,,7,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538041,22145,,30,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538042,21763,,-4,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538043,22833,,-1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538045,84688,,27,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538046,85008,,-15,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538047,21429,,-70,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538054,85167B,,-24,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538055,22454,,-20,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538058,20966,,-150,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538061,21801,,-38,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538071,22585,PACK OF 6 BIRDY GIFT TAGS,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538072,22423,faulty,-13,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538074,21743,,-80,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538090,20956,?,-723,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538092,37467,,-177,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538128,21357,,46,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538129,84497,,79,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538130,90042C,,10,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538131,17091A,,84,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538132,84773,,3,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538133,85018C,,3,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538134,20878,,2,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538135,21186,,2,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538136,37509,,2,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538137,62095B,,2,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538138,72814,,2,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538139,84802A,,2,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538140,90002D,,9,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538141,22218,,2,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538142,84247C,,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538143,84534B,,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538144,90042B,,1,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538158,20892,,-32,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538159,21324,,-18,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538160,20956,,288,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538161,46000S,Dotcom sales,-100,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538162,46000M,Dotcom sales,-100,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538173,22353,,-28,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538241,21431,,-21,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538247,79067,,-145,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
full_historical_baseline,538249,85084,,25,0.0,,United Kingdom,INVALID_OR_ZERO_UNIT_PRICE,2026-09-07T10:19:27.317099
