customer_id,customer_code,gender,age_group,loyalty_tier,signup_date,preferred_device,country
12478,CUST_12478,Female,26-35,Silver,2011-01-23,Desktop Web,Greece
12479,CUST_12479,Female,36-50,Bronze,2011-03-05,Mobile App,Germany
12480,CUST_12480,Female,36-50,Bronze,2009-11-12,Mobile App,Germany
12481,CUST_12481,Female,26-35,Bronze,2010-06-20,Mobile App,Germany
12483,CUST_12483,Male,36-50,Silver,2009-07-11,Mobile App,Sweden
12484,CUST_12484,Male,18-25,Silver,2010-03-31,Mobile Web,Spain
12488,CUST_12488,Male,26-35,Silver,2009-08-20,Mobile App,France
12489,CUST_12489,Male,36-50,Gold,2009-01-10,Desktop Web,France
12490,CUST_12490,Male,36-50,Gold,2010-09-03,Mobile Web,France
12491,CUST_12491,Female,26-35,Silver,2009-12-19,Mobile App,France
12492,CUST_12492,Male,36-50,Bronze,2009-02-27,Desktop Web,Germany
12493,CUST_12493,Male,36-50,Silver,2011-03-28,Tablet,France
12494,CUST_12494,Male,36-50,Bronze,2010-08-13,Tablet,France
12497,CUST_12497,Male,36-50,Silver,2010-04-10,Mobile App,Germany
12498,CUST_12498,Female,36-50,Silver,2010-11-02,Mobile App,Germany
12500,CUST_12500,Female,26-35,Bronze,2010-11-29,Mobile App,Germany
12501,CUST_12501,Female,18-25,Gold,2010-02-28,Desktop Web,Germany
12502,CUST_12502,Female,26-35,Bronze,2011-02-01,Desktop Web,Spain
12503,CUST_12503,Male,26-35,Silver,2009-12-17,Desktop Web,Spain
12504,CUST_12504,Male,36-50,Bronze,2011-07-17,Mobile App,Germany
12505,CUST_12505,Female,36-50,Gold,2010-04-28,Mobile App,Italy
12506,CUST_12506,Female,26-35,Bronze,2011-03-31,Desktop Web,France
12507,CUST_12507,Female,18-25,Bronze,2009-02-02,Desktop Web,Spain
12508,CUST_12508,Female,26-35,Bronze,2010-11-07,Desktop Web,France
12509,CUST_12509,Female,26-35,Bronze,2010-12-19,Mobile App,France
12510,CUST_12510,Female,36-50,Bronze,2010-06-10,Mobile App,Spain
12512,CUST_12512,Male,18-25,Silver,2009-05-09,Mobile App,Israel
12513,CUST_12513,Female,36-50,Bronze,2009-02-28,Mobile App,France
12514,CUST_12514,Female,51-65,Bronze,2009-03-01,Mobile App,Italy
12515,CUST_12515,Male,26-35,Bronze,2011-10-11,Mobile App,Italy
12516,CUST_12516,Female,26-35,Gold,2011-08-13,Mobile App,Germany
12517,CUST_12517,Non-Binary,18-25,Silver,2009-06-08,Mobile App,Germany
12518,CUST_12518,Male,36-50,Silver,2009-03-14,Mobile App,Germany
12519,CUST_12519,Female,36-50,Silver,2009-09-03,Desktop Web,Germany
12520,CUST_12520,Female,26-35,Bronze,2011-01-04,Mobile App,Germany
12521,CUST_12521,Female,36-50,Bronze,2010-10-07,Desktop Web,Germany
12522,CUST_12522,Female,51-65,Bronze,2009-04-07,Desktop Web,Germany
12523,CUST_12523,Female,26-35,Gold,2011-07-04,Desktop Web,France
12524,CUST_12524,Male,18-25,Platinum,2009-12-17,Tablet,Germany
12526,CUST_12526,Female,51-65,Silver,2009-07-11,Mobile App,Germany
12527,CUST_12527,Female,36-50,Bronze,2011-07-21,Desktop Web,Germany
12528,CUST_12528,Female,51-65,Bronze,2011-04-06,Tablet,Germany
12530,CUST_12530,Male,36-50,Bronze,2011-08-06,Mobile Web,Germany
12531,CUST_12531,Female,51-65,Silver,2010-09-06,Mobile App,Germany
12532,CUST_12532,Female,26-35,Bronze,2011-05-21,Mobile App,France
12534,CUST_12534,Female,36-50,Platinum,2009-11-15,Mobile App,Germany
12535,CUST_12535,Non-Binary,51-65,Bronze,2011-05-21,Desktop Web,France
12536,CUST_12536,Female,36-50,Gold,2011-02-07,Desktop Web,France
12538,CUST_12538,Male,26-35,Gold,2011-05-15,Mobile App,Spain
12539,CUST_12539,Male,26-35,Gold,2009-12-09,Desktop Web,Spain
12540,CUST_12540,Female,26-35,Silver,2010-01-12,Desktop Web,Spain
12541,CUST_12541,Male,26-35,Silver,2010-12-01,Mobile App,Spain
12544,CUST_12544,Female,26-35,Silver,2011-06-08,Mobile Web,Spain
12545,CUST_12545,Male,36-50,Silver,2011-02-23,Desktop Web,Spain
12546,CUST_12546,Male,36-50,Silver,2009-11-19,Mobile App,Spain
12547,CUST_12547,Male,26-35,Platinum,2011-06-18,Desktop Web,Spain
12548,CUST_12548,Female,36-50,Silver,2011-01-08,Mobile App,Spain
12550,CUST_12550,Male,18-25,Gold,2011-06-12,Desktop Web,Spain
12551,CUST_12551,Female,18-25,Gold,2011-04-25,Tablet,Spain
12552,CUST_12552,Female,26-35,Bronze,2011-06-17,Mobile Web,Italy
12553,CUST_12553,Female,36-50,Bronze,2009-03-11,Mobile App,France
12556,CUST_12556,Male,26-35,Silver,2009-04-26,Mobile App,Spain
12557,CUST_12557,Male,26-35,Silver,2010-10-18,Mobile App,Spain
12558,CUST_12558,Female,26-35,Gold,2011-01-23,Desktop Web,USA
12559,CUST_12559,Female,51-65,Bronze,2011-01-22,Mobile App,Germany
12560,CUST_12560,Female,18-25,Silver,2009-09-30,Desktop Web,Germany
12561,CUST_12561,Male,36-50,Silver,2009-03-24,Mobile App,Germany
12562,CUST_12562,Female,36-50,Bronze,2010-12-08,Mobile App,France
12564,CUST_12564,Male,36-50,Silver,2010-07-31,Mobile App,France
12565,CUST_12565,Female,51-65,Gold,2010-10-11,Tablet,Saudi Arabia
12566,CUST_12566,Male,18-25,Bronze,2011-02-06,Desktop Web,Germany
12567,CUST_12567,Female,26-35,Silver,2010-11-17,Mobile App,France
12569,CUST_12569,Female,51-65,Silver,2010-10-14,Mobile App,Germany
12571,CUST_12571,Female,26-35,Bronze,2011-09-20,Desktop Web,France
12572,CUST_12572,Male,36-50,Bronze,2010-12-09,Mobile App,Germany
12573,CUST_12573,Male,36-50,Platinum,2010-03-28,Desktop Web,France
12574,CUST_12574,Female,36-50,Bronze,2010-01-03,Mobile Web,France
12576,CUST_12576,Male,51-65,Bronze,2010-09-26,Desktop Web,Poland
12577,CUST_12577,Male,65+,Bronze,2010-10-10,Desktop Web,France
12578,CUST_12578,Male,36-50,Silver,2011-07-07,Desktop Web,Italy
12579,CUST_12579,Male,26-35,Silver,2010-12-27,Mobile Web,France
12580,CUST_12580,Female,51-65,Silver,2010-05-25,Mobile Web,Germany
12581,CUST_12581,Female,18-25,Bronze,2011-06-25,Desktop Web,Germany
12582,CUST_12582,Male,26-35,Gold,2009-09-17,Mobile App,Finland
12583,CUST_12583,Male,51-65,Bronze,2011-10-06,Desktop Web,France
12584,CUST_12584,Male,26-35,Bronze,2011-01-01,Mobile App,Italy
12585,CUST_12585,Female,26-35,Silver,2011-03-22,Desktop Web,Germany
12586,CUST_12586,Female,18-25,Bronze,2011-06-05,Desktop Web,Italy
12587,CUST_12587,Male,51-65,Gold,2011-06-06,Mobile App,Finland
12588,CUST_12588,Male,36-50,Gold,2011-09-10,Mobile App,Finland
12589,CUST_12589,Male,36-50,Bronze,2010-11-02,Desktop Web,France
12590,CUST_12590,Male,26-35,Gold,2010-05-20,Mobile Web,Germany
12591,CUST_12591,Male,36-50,Gold,2011-05-24,Desktop Web,Italy
12592,CUST_12592,Female,36-50,Platinum,2010-09-22,Desktop Web,Germany
12593,CUST_12593,Female,26-35,Bronze,2009-03-02,Mobile App,France
12594,CUST_12594,Male,26-35,Silver,2010-09-15,Desktop Web,Italy
12596,CUST_12596,Male,26-35,Bronze,2010-07-04,Mobile App,Spain
12597,CUST_12597,Female,65+,Gold,2011-05-25,Desktop Web,Spain
12598,CUST_12598,Female,36-50,Bronze,2011-07-18,Mobile App,France
12599,CUST_12599,Male,51-65,Silver,2010-06-28,Desktop Web,France
12600,CUST_12600,Female,26-35,Bronze,2011-01-02,Mobile App,Germany
12601,CUST_12601,Female,36-50,Bronze,2011-03-06,Mobile App,Germany
12602,CUST_12602,Male,36-50,Silver,2009-04-18,Tablet,France
12603,CUST_12603,Male,36-50,Gold,2009-02-21,Mobile App,Germany
12604,CUST_12604,Male,65+,Silver,2010-08-12,Mobile App,France
12605,CUST_12605,Female,26-35,Gold,2009-07-10,Desktop Web,Germany
12607,CUST_12607,Male,18-25,Bronze,2009-02-07,Mobile Web,USA
12609,CUST_12609,Female,36-50,Silver,2011-09-21,Mobile App,Germany
12610,CUST_12610,Female,36-50,Silver,2009-07-22,Desktop Web,Italy
12611,CUST_12611,Male,36-50,Bronze,2009-09-25,Mobile Web,Italy
12612,CUST_12612,Male,26-35,Silver,2011-07-11,Mobile App,Germany
12613,CUST_12613,Male,36-50,Silver,2009-09-07,Mobile App,Germany
12614,CUST_12614,Male,26-35,Silver,2010-05-26,Mobile App,Germany
12615,CUST_12615,Male,26-35,Silver,2011-09-16,Mobile Web,France
12616,CUST_12616,Female,36-50,Silver,2010-06-29,Mobile App,France
12617,CUST_12617,Female,36-50,Bronze,2010-09-23,Mobile App,France
12618,CUST_12618,Female,26-35,Bronze,2011-07-13,Desktop Web,Italy
12619,CUST_12619,Female,26-35,Silver,2010-08-12,Desktop Web,Germany
12620,CUST_12620,Non-Binary,26-35,Bronze,2010-02-01,Mobile App,France
12621,CUST_12621,Female,26-35,Bronze,2010-08-06,Desktop Web,Germany
12622,CUST_12622,Male,36-50,Bronze,2009-03-02,Mobile App,Germany
12623,CUST_12623,Male,51-65,Silver,2010-06-11,Mobile App,Germany
12624,CUST_12624,Male,26-35,Bronze,2009-05-15,Desktop Web,France
12625,CUST_12625,Female,36-50,Silver,2009-08-15,Mobile Web,Germany
12626,CUST_12626,Male,51-65,Silver,2010-10-14,Mobile App,Germany
12627,CUST_12627,Female,51-65,Bronze,2011-06-16,Mobile Web,Germany
12628,CUST_12628,Female,26-35,Gold,2009-04-16,Desktop Web,Germany
12630,CUST_12630,Male,65+,Silver,2009-12-03,Mobile App,Finland
12631,CUST_12631,Female,26-35,Silver,2009-11-03,Desktop Web,Finland
12633,CUST_12633,Female,26-35,Silver,2009-06-09,Mobile App,Germany
12635,CUST_12635,Male,18-25,Bronze,2010-12-20,Tablet,Germany
12637,CUST_12637,Female,26-35,Silver,2010-08-22,Mobile Web,France
12638,CUST_12638,Male,18-25,Bronze,2009-12-14,Mobile App,Sweden
12639,CUST_12639,Male,26-35,Platinum,2011-07-20,Mobile App,Sweden
12640,CUST_12640,Male,26-35,Gold,2010-08-04,Mobile App,France
12641,CUST_12641,Female,51-65,Silver,2009-04-12,Mobile App,Sweden
12642,CUST_12642,Female,51-65,Bronze,2010-01-20,Mobile App,Germany
12643,CUST_12643,Male,26-35,Bronze,2009-10-29,Mobile App,France
12644,CUST_12644,Female,51-65,Bronze,2009-10-19,Desktop Web,Germany
12645,CUST_12645,Male,51-65,Silver,2009-03-16,Mobile App,Germany
12646,CUST_12646,Male,36-50,Bronze,2011-04-25,Mobile Web,USA
12647,CUST_12647,Male,18-25,Silver,2009-12-15,Mobile Web,Germany
12648,CUST_12648,Female,36-50,Bronze,2009-08-30,Desktop Web,Germany
12649,CUST_12649,Female,51-65,Platinum,2009-05-21,Mobile Web,Germany
12650,CUST_12650,Male,36-50,Bronze,2011-06-22,Mobile App,France
12651,CUST_12651,Female,26-35,Platinum,2009-12-31,Mobile App,France
12652,CUST_12652,Female,36-50,Gold,2010-05-17,Desktop Web,France
12653,CUST_12653,Male,36-50,Silver,2011-05-15,Desktop Web,Israel
12654,CUST_12654,Male,36-50,Silver,2009-01-19,Desktop Web,Germany
12656,CUST_12656,Male,18-25,Bronze,2010-09-19,Mobile Web,France
12657,CUST_12657,Male,26-35,Silver,2009-01-26,Tablet,France
12658,CUST_12658,Female,51-65,Bronze,2010-07-23,Desktop Web,Germany
12659,CUST_12659,Male,51-65,Bronze,2010-04-01,Desktop Web,France
12660,CUST_12660,Non-Binary,18-25,Silver,2010-04-23,Mobile App,France
12662,CUST_12662,Female,65+,Silver,2011-01-19,Mobile App,Germany
12664,CUST_12664,Female,26-35,Silver,2009-02-05,Desktop Web,Finland
12665,CUST_12665,Male,36-50,Bronze,2009-11-27,Mobile App,Germany
12666,CUST_12666,Male,36-50,Bronze,2011-05-31,Mobile App,Israel
12667,CUST_12667,Male,51-65,Bronze,2009-06-04,Mobile App,Finland
12668,CUST_12668,Male,51-65,Bronze,2011-03-11,Desktop Web,Germany
12669,CUST_12669,Female,26-35,Bronze,2009-01-26,Mobile App,France
12670,CUST_12670,Female,51-65,Bronze,2009-09-22,Desktop Web,France
12672,CUST_12672,Male,18-25,Bronze,2009-12-07,Mobile App,France
12673,CUST_12673,Male,36-50,Gold,2011-02-13,Mobile App,Germany
12674,CUST_12674,Male,36-50,Bronze,2011-02-02,Mobile App,France
12676,CUST_12676,Male,36-50,Silver,2011-04-13,Mobile App,Sweden
12678,CUST_12678,Female,26-35,Bronze,2009-06-28,Mobile Web,France
12679,CUST_12679,Female,51-65,Gold,2011-02-15,Mobile App,France
12680,CUST_12680,Male,26-35,Silver,2011-07-02,Mobile App,France
12681,CUST_12681,Male,18-25,Bronze,2009-03-16,Desktop Web,France
12682,CUST_12682,Male,36-50,Silver,2009-10-29,Desktop Web,France
12683,CUST_12683,Male,26-35,Bronze,2009-09-13,Mobile App,France
12684,CUST_12684,Male,51-65,Silver,2010-07-06,Mobile App,France
12685,CUST_12685,Female,26-35,Bronze,2009-06-29,Tablet,France
12686,CUST_12686,Female,26-35,Platinum,2011-04-25,Desktop Web,France
12688,CUST_12688,Female,51-65,Bronze,2011-09-17,Mobile App,Israel
12689,CUST_12689,Male,36-50,Bronze,2011-02-10,Desktop Web,France
12690,CUST_12690,Female,26-35,Silver,2010-03-05,Mobile App,France
12691,CUST_12691,Female,36-50,Bronze,2009-09-05,Mobile App,France
12693,CUST_12693,Male,36-50,Gold,2009-11-10,Desktop Web,Germany
12694,CUST_12694,Female,36-50,Silver,2009-12-17,Mobile Web,France
12695,CUST_12695,Male,26-35,Silver,2010-03-28,Mobile App,France
12697,CUST_12697,Female,51-65,Bronze,2011-02-11,Mobile Web,Sweden
12700,CUST_12700,Female,51-65,Gold,2011-02-22,Mobile App,France
12701,CUST_12701,Male,36-50,Silver,2009-09-11,Mobile App,Germany
12702,CUST_12702,Female,18-25,Bronze,2009-03-20,Mobile App,Germany
12703,CUST_12703,Female,51-65,Bronze,2010-01-23,Mobile App,Germany
12704,CUST_12704,Male,36-50,Bronze,2010-01-12,Mobile Web,Finland
12705,CUST_12705,Male,36-50,Platinum,2010-11-13,Desktop Web,Germany
12707,CUST_12707,Female,26-35,Bronze,2010-12-06,Mobile App,France
12708,CUST_12708,Male,51-65,Silver,2009-10-09,Tablet,Germany
12709,CUST_12709,Female,36-50,Bronze,2010-07-08,Mobile Web,Germany
12710,CUST_12710,Female,18-25,Bronze,2011-01-22,Desktop Web,Germany
12712,CUST_12712,Male,26-35,Silver,2009-03-08,Mobile Web,Germany
12713,CUST_12713,Male,51-65,Platinum,2010-08-16,Mobile App,Germany
12714,CUST_12714,Male,18-25,Silver,2010-07-29,Mobile Web,France
12715,CUST_12715,Male,65+,Gold,2009-12-10,Desktop Web,Sweden
12716,CUST_12716,Non-Binary,36-50,Silver,2010-12-09,Mobile Web,France
12717,CUST_12717,Female,36-50,Bronze,2010-04-06,Desktop Web,Greece
12718,CUST_12718,Female,26-35,Bronze,2010-02-17,Mobile App,France
12719,CUST_12719,Male,26-35,Silver,2011-08-15,Desktop Web,France
12720,CUST_12720,Female,51-65,Platinum,2011-04-13,Mobile App,Germany
12721,CUST_12721,Female,26-35,Gold,2010-05-22,Mobile App,France
12722,CUST_12722,Female,36-50,Bronze,2011-09-11,Mobile App,France
12723,CUST_12723,Female,26-35,Bronze,2011-10-26,Mobile Web,France
12724,CUST_12724,Male,18-25,Bronze,2009-05-02,Mobile App,France
12725,CUST_12725,Male,18-25,Gold,2010-07-22,Desktop Web,Italy
12726,CUST_12726,Male,36-50,Gold,2009-10-30,Mobile App,France
12727,CUST_12727,Female,65+,Gold,2009-09-17,Tablet,France
12728,CUST_12728,Female,26-35,Bronze,2010-09-23,Mobile App,France
12729,CUST_12729,Female,26-35,Silver,2009-10-05,Desktop Web,France
12731,CUST_12731,Female,26-35,Silver,2010-06-25,Mobile Web,France
12732,CUST_12732,Male,36-50,Bronze,2009-04-02,Mobile App,France
12733,CUST_12733,Male,26-35,Silver,2010-03-29,Mobile App,USA
12734,CUST_12734,Male,51-65,Bronze,2010-11-12,Desktop Web,France
12735,CUST_12735,Female,36-50,Bronze,2009-12-07,Mobile Web,France
12736,CUST_12736,Male,36-50,Gold,2009-08-05,Desktop Web,France
12738,CUST_12738,Male,18-25,Gold,2009-08-20,Mobile App,Germany
12739,CUST_12739,Male,65+,Bronze,2009-12-01,Mobile Web,United Arab Emirates
12740,CUST_12740,Male,26-35,Silver,2010-04-07,Mobile App,France
12743,CUST_12743,Female,18-25,Bronze,2010-09-03,Desktop Web,Unspecified
12744,CUST_12744,Female,36-50,Silver,2009-10-07,Mobile Web,Singapore
12747,CUST_12747,Female,36-50,Gold,2009-03-09,Mobile App,United Kingdom
12748,CUST_12748,Male,26-35,Gold,2010-06-25,Desktop Web,United Kingdom
12749,CUST_12749,Female,26-35,Silver,2011-01-05,Desktop Web,United Kingdom
12750,CUST_12750,Female,36-50,Bronze,2010-02-10,Mobile Web,Poland
12752,CUST_12752,Female,26-35,Bronze,2011-06-16,Mobile App,Norway
12753,CUST_12753,Female,51-65,Silver,2010-02-11,Mobile App,Japan
12754,CUST_12754,Male,36-50,Bronze,2010-11-12,Mobile Web,Japan
12755,CUST_12755,Male,26-35,Gold,2009-09-29,Mobile App,Japan
12756,CUST_12756,Female,26-35,Bronze,2009-03-22,Mobile App,Japan
12757,CUST_12757,Female,26-35,Bronze,2011-09-29,Tablet,Portugal
12758,CUST_12758,Female,36-50,Bronze,2010-07-11,Mobile App,Portugal
12759,CUST_12759,Female,36-50,Platinum,2011-09-12,Tablet,Netherlands
12762,CUST_12762,Female,26-35,Bronze,2010-09-22,Mobile App,Portugal
12763,CUST_12763,Female,36-50,Silver,2010-09-09,Mobile App,Japan
12764,CUST_12764,Female,65+,Bronze,2010-08-30,Desktop Web,Lebanon
12766,CUST_12766,Male,26-35,Bronze,2010-04-08,Desktop Web,Portugal
12769,CUST_12769,Male,51-65,Silver,2011-09-12,Desktop Web,Brazil
12770,CUST_12770,Female,26-35,Silver,2011-01-08,Desktop Web,Japan
12772,CUST_12772,Female,18-25,Silver,2011-06-04,Mobile Web,Portugal
12775,CUST_12775,Male,26-35,Gold,2009-11-01,Mobile App,Netherlands
12778,CUST_12778,Female,26-35,Bronze,2011-06-27,Mobile App,Netherlands
12779,CUST_12779,Male,26-35,Bronze,2009-04-09,Mobile App,Poland
12781,CUST_12781,Male,18-25,Platinum,2010-07-26,Desktop Web,Czech Republic
12782,CUST_12782,Female,51-65,Bronze,2009-12-18,Mobile App,Portugal
12783,CUST_12783,Female,51-65,Silver,2010-10-26,Mobile App,Portugal
12784,CUST_12784,Male,36-50,Gold,2011-02-22,Desktop Web,Portugal
12785,CUST_12785,Female,26-35,Bronze,2009-02-15,Mobile App,Portugal
12787,CUST_12787,Male,18-25,Silver,2011-06-06,Mobile App,Netherlands
